CNN;SVM
1154.8116204738617;729.9973111152649
1151.4291429519653;695.3020732402802
1141.611322402954;681.4060025215149
1142.8941419124603;679.146238565445
1146.8581900596619;687.6320314407349
1158.6397469043732;701.7114491462708
1151.146115064621;711.0085418224335
1144.152595758438;698.8297481536865
1219.2498869895935;710.2606935501099
1264.745103597641;712.5906314849854
